;country;Gender;Age;Marital status;Stratum Urban;HM25_1;Natur of work;Level of Wealth;Fathers level education;Parent_affiliated_with Social Security;Participation in elections;Freedom to speach out about government;Resort to nepotism;Trust in Parliment;Trust in employers;Trust in associations;Trust in political_parties;Political system;Formality
2178;EG;Male;25+;Never Mar;Rural;Higher;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2977;DZ;Female;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
423;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;formal
375;LB;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
2080;EG;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Oui;Oui;informal
2789;EG;Male;20 - 24;Never Mar;Rural;Higher;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1289;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
1672;DZ;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Oui;informal
1031;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
875;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Non;formal
2020;EG;Male;25+;Ever Marr;Urban;Higher;non manua;No;Higher;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
370;DZ;Male;25+;Never Mar;Rural;Higher;non manua;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1547;EG;Male;<= 19;Never Mar;Urban;Middle;manual t;No;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
360;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2899;EG;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
14;DZ;Female;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;formal
1013;EG;Male;25+;Never Mar;Urban;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
195;EG;Female;25+;Ever Marr;Rural;Secondary;non manua;No;Secondary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
290;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2166;DZ;Female;20 - 24;Never Mar;Urban;Secondary;manual t;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
774;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Primary;No;Oui;Not at al;No;Non;No;yes;Non;Non;formal
1019;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Middle;No;Non;Completel;Yes;Non;yes;yes;Oui;Oui;informal
288;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
950;DZ;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;Yes;Oui;Completel;No;Non;No;No;Non;Non;formal
157;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
359;TN;Male;25+;Never Mar;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
737;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2212;EG;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2111;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
626;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
158;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
128;LB;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
595;LB;Male;25+;Ever Marr;Urban;Higher;non manua;No;No educati;No;Oui;Completel;Yes;Non;No;No;Non;Non;formal
252;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
820;DZ;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;formal
2756;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2532;TN;Female;20 - 24;Never Mar;Urban;Secondary;manual t;Yes;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1661;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
365;LB;Male;25+;Never Mar;Rural;Secondary;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;formal
1523;TN;Male;25+;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2267;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1690;LB;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1948;LB;Male;25+;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2676;LB;Male;25+;Never Mar;Urban;Primary;manual t;No;No educati;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
808;EG;Male;25+;Ever Marr;Rural;No educati;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;No;Non;Non;formal
953;DZ;Male;25+;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
218;DZ;Male;25+;Ever Marr;Rural;Primary;non manua;No;No educati;No;Oui;Not at al;Yes;Non;No;No;Non;Non;formal
2251;LB;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
642;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;Yes;Non;yes;No;Non;Non;formal
1074;DZ;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
563;LB;Male;25+;Never Mar;Urban;Higher;manual t;Yes;Middle;Yes;Oui;Not at al;No;Non;yes;No;Non;Non;formal
2859;DZ;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2090;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;No;Non;yes;No;Oui;Oui;informal
729;LB;Male;25+;Never Mar;Urban;Middle;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
3;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
2062;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
522;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
1552;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;Yes;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
5;LB;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Non;formal
2383;TN;Female;20 - 24;Never Mar;Rural;Middle;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1041;DZ;Male;<= 19;Never Mar;Urban;Secondary;manual t;Yes;No educati;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
612;EG;Female;20 - 24;Ever Marr;Rural;Higher;non manua;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;formal
256;DZ;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Higher;Yes;Non;Completel;Yes;Non;yes;yes;Oui;Non;formal
1217;LB;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
607;EG;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
271;LB;Female;25+;Never Mar;Urban;Secondary;non manua;Yes;Secondary;No;Non;Not at al;Yes;Non;No;No;Non;Non;formal
1015;DZ;Male;25+;Never Mar;Urban;Middle;manual t;No;No educati;Yes;Non;Completel;Yes;Non;No;No;Non;Non;informal
2035;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;No;No;Oui;Non;informal
1339;LB;Female;20 - 24;Never Mar;Urban;Primary;non manua;No;Primary;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
2947;DZ;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Completel;No;Non;No;No;Non;Non;informal
2539;EG;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2105;LB;Female;<= 19;Never Mar;Urban;Higher;manual t;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
947;DZ;Female;25+;Ever Marr;Urban;Higher;non manua;No;No educati;Yes;Oui;Completel;No;Non;No;No;Non;Non;formal
1589;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2496;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;No;Oui;Not at al;Yes;Non;No;No;Oui;Non;informal
2072;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1787;DZ;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Oui;Completel;Yes;Non;No;No;Non;Non;informal
308;DZ;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
745;EG;Female;25+;Ever Marr;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
2124;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Completel;No;Non;No;No;Non;Non;informal
2509;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2799;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Oui;informal
2160;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Oui;informal
352;TN;Male;25+;Ever Marr;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
1704;EG;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
1550;DZ;Female;25+;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Oui;Completel;No;Non;No;No;Non;Non;informal
2426;LB;Male;20 - 24;Never Mar;Rural;Middle;non manua;Yes;Middle;No;Non;Not at al;Yes;Non;No;yes;Oui;Oui;informal
776;TN;Female;25+;Ever Marr;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
1809;LB;Female;20 - 24;Never Mar;Urban;Middle;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
689;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Oui;formal
477;TN;Female;20 - 24;Ever Marr;Rural;No educati;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Non;formal
1850;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
668;EG;Female;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2956;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2826;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
705;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Non;formal
2101;LB;Male;25+;Ever Marr;Rural;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1743;LB;Female;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Secondary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1883;TN;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
255;EG;Male;25+;Ever Marr;Rural;Higher;non manua;No;No educati;Yes;Oui;Completel;No;Non;No;No;Oui;Oui;formal
2009;LB;Male;25+;Never Mar;Urban;Secondary;manual t;Yes;Secondary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1349;DZ;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Secondary;Yes;Non;Completel;Yes;Non;yes;yes;Oui;Oui;informal
2392;DZ;Female;20 - 24;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Oui;Completel;No;Non;No;yes;Oui;Oui;informal
2823;DZ;Male;25+;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Non;Completel;No;Non;No;No;Non;Non;informal
75;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Middle;Yes;Non;Not at al;No;Non;yes;No;Non;Non;formal
1640;TN;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2802;DZ;Female;20 - 24;Ever Marr;Rural;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
30;EG;Male;<= 19;Never Mar;Urban;Primary;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;No;Non;Non;formal
1421;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Non;informal
2450;DZ;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Completel;Yes;Non;No;yes;Oui;Oui;informal
163;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
601;DZ;Male;<= 19;Never Mar;Urban;Primary;non manua;Yes;No educati;Yes;Oui;Not at al;No;Non;yes;No;Oui;Oui;formal
913;TN;Female;20 - 24;Never Mar;Rural;Middle;non manua;No;Secondary;No;Non;Not at al;No;Non;No;No;Non;Non;formal
2011;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;Yes;Primary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1749;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;Middle;No;Oui;Not at al;No;Non;No;yes;Oui;Non;informal
97;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
1442;EG;Male;20 - 24;Never Mar;Urban;Higher;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2716;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2393;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;Yes;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2118;EG;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Middle;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1932;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
541;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Oui;formal
2649;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2835;TN;Male;<= 19;Never Mar;Rural;Primary;manual t;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
836;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2055;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Secondary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2416;DZ;Male;20 - 24;Never Mar;Rural;Primary;manual t;Yes;Primary;Yes;Oui;Completel;Yes;Non;No;yes;Oui;Oui;informal
2934;LB;Female;25+;Never Mar;Urban;Higher;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2019;DZ;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
407;EG;Female;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
847;TN;Male;25+;Ever Marr;Urban;Primary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
2077;EG;Male;25+;Ever Marr;Urban;Higher;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1171;TN;Male;25+;Never Mar;Urban;Primary;manual t;No;Primary;Yes;Non;Not at al;Yes;Non;No;No;Oui;Oui;informal
1175;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2173;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1539;LB;Male;25+;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2437;TN;Male;25+;Never Mar;Urban;Secondary;manual t;No;No educati;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1936;EG;Male;<= 19;Never Mar;Rural;Middle;non manua;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
749;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Oui;Non;formal
409;DZ;Female;25+;Never Mar;Urban;Higher;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;No;Oui;Oui;formal
2610;LB;Male;25+;Ever Marr;Urban;Secondary;manual t;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;informal
1425;EG;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;No;Non;Non;informal
87;LB;Male;25+;Never Mar;Urban;Middle;manual t;No;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
33;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
529;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;No;yes;Non;Non;formal
587;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
823;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;formal
64;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
721;LB;Male;25+;Never Mar;Rural;Middle;manual t;Yes;Secondary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
340;TN;Female;20 - 24;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
814;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2177;LB;Male;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Middle;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
707;TN;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Non;Non;formal
7;DZ;Female;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1470;EG;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
905;LB;Male;25+;Never Mar;Urban;Secondary;manual t;Yes;Primary;Yes;Non;Not at al;No;Non;No;yes;Non;Non;formal
1197;EG;Male;25+;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
379;TN;Female;20 - 24;Never Mar;Rural;Secondary;non manua;No;Primary;Yes;Oui;Completel;Yes;Non;No;No;Non;Non;formal
1874;DZ;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
54;DZ;Male;25+;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2976;EG;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
121;DZ;Male;25+;Never Mar;Rural;Higher;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
394;DZ;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Completel;Yes;Non;No;No;Non;Non;formal
1239;TN;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
267;TN;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
240;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Non;formal
1320;LB;Female;<= 19;Never Mar;Rural;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2248;DZ;Male;<= 19;Never Mar;Rural;Primary;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2045;DZ;Male;<= 19;Never Mar;Urban;Middle;manual t;Yes;Primary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
893;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
1265;TN;Male;25+;Never Mar;Rural;Higher;manual t;No;Higher;Yes;Oui;Not at al;No;Non;No;yes;Non;Oui;informal
2113;DZ;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;Yes;Non;No;No;Oui;Non;informal
2015;TN;Male;20 - 24;Never Mar;Urban;Primary;manual t;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
2645;EG;Male;25+;Ever Marr;Rural;Primary;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
390;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
585;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Secondary;Yes;Non;Completel;Yes;Non;No;yes;Non;Non;formal
260;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
728;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;Middle;Yes;Oui;Completel;No;Non;No;No;Non;Non;formal
2603;DZ;Female;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2577;LB;Male;<= 19;Never Mar;Rural;Primary;non manua;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1656;TN;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
597;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;Middle;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2578;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
678;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;No;Non;Not at al;No;Non;yes;No;Non;Non;formal
1737;EG;Male;25+;Ever Marr;Urban;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2159;EG;Female;20 - 24;Ever Marr;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
1654;TN;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1233;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2348;DZ;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Completel;No;Non;No;No;Non;Non;informal
69;LB;Male;25+;Never Mar;Urban;Primary;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
2268;DZ;Female;25+;Never Mar;Urban;Secondary;manual t;No;Primary;Yes;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;informal
105;LB;Male;25+;Ever Marr;Rural;Middle;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
750;TN;Male;25+;Ever Marr;Urban;Middle;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2708;LB;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2674;EG;Female;20 - 24;Ever Marr;Rural;Higher;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;yes;Non;Oui;informal
312;LB;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Non;formal
